noStudents,noStaffs,noBench_and_Desk,noComputer,noBoard,noClassrooms,prevPassPercentage,status
282,14,70,70,5,5,89,Very Good
150,7,37,37,3,3,81,Very Good
234,11,58,58,4,4,96,Very Good
448,22,112,112,8,8,72,Very Good
207,10,51,51,4,4,76,Very Good
329,16,82,82,6,6,52,Good
292,14,73,73,5,5,58,Good
357,17,89,89,7,7,89,Very Good
415,20,103,103,8,8,93,Very Good
230,11,57,57,4,4,64,Good
110,5,27,27,2,2,85,Very Good
298,14,74,74,5,5,91,Very Good
356,17,89,89,7,7,74,Very Good
345,17,86,86,6,6,71,Very Good
129,6,32,32,2,2,45,Fine
491,24,122,122,9,9,41,Fine
400,20,100,100,8,8,91,Very Good
162,8,40,40,3,3,64,Good
107,5,26,26,2,2,83,Very Good
313,15,78,78,6,6,48,Fine
200,10,50,50,4,4,55,Good
318,15,79,79,6,6,80,Very Good
481,24,120,120,9,9,58,Good
303,15,75,75,6,6,63,Good
177,8,44,44,3,3,50,Good
445,22,111,111,8,8,92,Very Good
205,10,51,51,4,4,45,Fine
298,14,74,74,5,5,90,Very Good
467,23,116,116,9,9,69,Good
381,19,95,95,7,7,74,Very Good
291,14,72,72,5,5,70,Very Good
409,20,102,102,8,8,74,Very Good
168,8,42,42,3,3,72,Very Good
381,19,95,95,7,7,67,Good
277,13,69,69,5,5,80,Very Good
390,19,97,97,7,7,59,Good
110,5,27,27,2,2,77,Very Good
416,20,104,104,8,8,98,Very Good
356,17,89,89,7,7,65,Good
240,12,60,60,4,4,88,Very Good
283,14,70,70,5,5,66,Good
269,13,67,67,5,5,86,Very Good
118,5,29,29,2,2,68,Good
228,11,57,57,4,4,43,Fine
478,23,119,119,9,9,84,Very Good
241,12,60,60,4,4,70,Very Good
379,18,94,94,7,7,80,Very Good
276,13,69,69,5,5,92,Very Good
145,7,36,36,2,2,56,Good
231,11,57,57,4,4,97,Very Good
313,15,78,78,6,6,80,Very Good
416,20,104,104,8,8,71,Very Good
370,18,92,92,7,7,83,Very Good
302,15,75,75,6,6,87,Very Good
285,14,71,71,5,5,75,Very Good
400,20,100,100,8,8,95,Very Good
333,16,83,83,6,6,92,Very Good
500,25,125,125,10,10,77,Very Good
348,17,87,87,6,6,100,Very Good
341,17,85,85,6,6,76,Very Good
236,11,59,59,4,4,42,Fine
316,15,79,79,6,6,99,Very Good
446,22,111,111,8,8,77,Very Good
114,5,28,28,2,2,67,Good
261,13,65,65,5,5,70,Very Good
339,16,84,84,6,6,42,Fine
280,14,70,70,5,5,40,Fine
337,16,84,84,6,6,44,Fine
425,21,106,106,8,8,54,Good
384,19,96,96,7,7,82,Very Good
463,23,115,115,9,9,53,Good
110,5,27,27,2,2,61,Good
205,10,51,51,4,4,82,Very Good
173,8,43,43,3,3,56,Good
385,19,96,96,7,7,88,Very Good
229,11,57,57,4,4,47,Fine
406,20,101,101,8,8,66,Good
197,9,49,49,3,3,71,Very Good
363,18,90,90,7,7,80,Very Good
202,10,50,50,4,4,79,Very Good
495,24,123,123,9,9,57,Good
486,24,121,121,9,9,50,Good
336,16,84,84,6,6,57,Good
106,5,26,26,2,2,89,Very Good
176,8,44,44,3,3,59,Good
347,17,86,86,6,6,50,Good
394,19,98,98,7,7,97,Very Good
405,20,101,101,8,8,90,Very Good
415,20,103,103,8,8,90,Very Good
164,8,41,41,3,3,73,Very Good
132,6,33,33,2,2,65,Good
444,22,111,111,8,8,53,Good
208,10,52,52,4,4,62,Good
169,8,42,42,3,3,87,Very Good
420,21,105,105,8,8,96,Very Good
316,15,79,79,6,6,68,Good
260,13,65,65,5,5,97,Very Good
157,7,39,39,3,3,50,Good
429,21,107,107,8,8,46,Fine
100,5,25,25,2,2,54,Good
254,12,63,63,5,5,44,Fine
174,8,43,43,3,3,42,Fine
205,10,51,51,4,4,90,Very Good
485,24,121,121,9,9,71,Very Good
179,8,44,44,3,3,93,Very Good
311,15,77,77,6,6,87,Very Good
242,12,60,60,4,4,53,Good
442,22,110,110,8,8,64,Good
451,22,112,112,9,9,98,Very Good
455,22,113,113,9,9,90,Very Good
162,8,40,40,3,3,76,Very Good
263,13,65,65,5,5,95,Very Good
187,9,46,46,3,3,40,Fine
454,22,113,113,9,9,63,Good
194,9,48,48,3,3,56,Good
331,16,82,82,6,6,58,Good
343,17,85,85,6,6,88,Very Good
315,15,78,78,6,6,87,Very Good
489,24,122,122,9,9,81,Very Good
227,11,56,56,4,4,66,Good
109,5,27,27,2,2,56,Good
475,23,118,118,9,9,73,Very Good
404,20,101,101,8,8,75,Very Good
176,8,44,44,3,3,100,Very Good
302,15,75,75,6,6,96,Very Good
488,24,122,122,9,9,45,Fine
378,18,94,94,7,7,98,Very Good
182,9,45,45,3,3,82,Very Good
241,12,60,60,4,4,56,Good
265,13,66,66,5,5,79,Very Good
352,17,88,88,7,7,95,Very Good
236,11,59,59,4,4,84,Very Good
422,21,105,105,8,8,86,Very Good
292,14,73,73,5,5,57,Good
150,7,37,37,3,3,99,Very Good
111,5,27,27,2,2,53,Good
198,9,49,49,3,3,73,Very Good
273,13,68,68,5,5,83,Very Good
162,8,40,40,3,3,78,Very Good
409,20,102,102,8,8,40,Fine
216,10,54,54,4,4,86,Very Good
336,16,84,84,6,6,48,Fine
320,16,80,80,6,6,49,Fine
243,12,60,60,4,4,53,Good
472,23,118,118,9,9,92,Very Good
405,20,101,101,8,8,93,Very Good
117,5,29,29,2,2,90,Very Good
363,18,90,90,7,7,83,Very Good
425,21,106,106,8,8,99,Very Good
332,16,83,83,6,6,44,Fine
253,12,63,63,5,5,66,Good
219,10,54,54,4,4,43,Fine
245,12,61,61,4,4,56,Good
117,5,29,29,2,2,96,Very Good
412,20,103,103,8,8,67,Good
444,22,111,111,8,8,70,Very Good
413,20,103,103,8,8,41,Fine
133,6,33,33,2,2,71,Very Good
423,21,105,105,8,8,58,Good
450,22,112,112,9,9,84,Very Good
240,12,60,60,4,4,42,Fine
305,15,76,76,6,6,83,Very Good
133,6,33,33,2,2,42,Fine
348,17,87,87,6,6,92,Very Good
210,10,52,52,4,4,48,Fine
360,18,90,90,7,7,57,Good
417,20,104,104,8,8,92,Very Good
377,18,94,94,7,7,80,Very Good
468,23,117,117,9,9,93,Very Good
419,20,104,104,8,8,67,Good
390,19,97,97,7,7,48,Fine
375,18,93,93,7,7,73,Very Good
273,13,68,68,5,5,52,Good
284,14,71,71,5,5,69,Good
421,21,105,105,8,8,58,Good
133,6,33,33,2,2,55,Good
117,5,29,29,2,2,48,Fine
378,18,94,94,7,7,73,Very Good
400,20,100,100,8,8,82,Very Good
315,15,78,78,6,6,82,Very Good
329,16,82,82,6,6,98,Very Good
242,12,60,60,4,4,88,Very Good
498,24,124,124,9,9,88,Very Good
390,19,97,97,7,7,95,Very Good
247,12,61,61,4,4,80,Very Good
284,14,71,71,5,5,86,Very Good
310,15,77,77,6,6,70,Very Good
137,6,34,34,2,2,76,Very Good
110,5,27,27,2,2,74,Very Good
173,8,43,43,3,3,93,Very Good
330,16,82,82,6,6,81,Very Good
354,17,88,88,7,7,56,Good
230,11,57,57,4,4,67,Good
316,15,79,79,6,6,40,Fine
318,15,79,79,6,6,58,Good
309,15,77,77,6,6,77,Very Good
345,17,86,86,6,6,45,Fine
160,8,40,40,3,3,62,Good
300,15,75,75,6,6,48,Fine
204,10,51,51,4,4,55,Good
347,17,86,86,6,6,63,Good
182,9,45,45,3,3,93,Very Good
239,11,59,59,4,4,42,Fine
336,16,84,84,6,6,100,Very Good
405,20,101,101,8,8,85,Very Good
155,7,38,38,3,3,100,Very Good
312,15,78,78,6,6,90,Very Good
418,20,104,104,8,8,75,Very Good
225,11,56,56,4,4,43,Fine
476,23,119,119,9,9,74,Very Good
229,11,57,57,4,4,89,Very Good
283,14,70,70,5,5,48,Fine
477,23,119,119,9,9,56,Good
460,23,115,115,9,9,84,Very Good
473,23,118,118,9,9,69,Good
232,11,58,58,4,4,54,Good
490,24,122,122,9,9,100,Very Good
342,17,85,85,6,6,44,Fine
321,16,80,80,6,6,98,Very Good
334,16,83,83,6,6,42,Fine
163,8,40,40,3,3,87,Very Good
267,13,66,66,5,5,52,Good
289,14,72,72,5,5,87,Very Good
462,23,115,115,9,9,58,Good
328,16,82,82,6,6,88,Very Good
126,6,31,31,2,2,67,Good
249,12,62,62,4,4,89,Very Good
397,19,99,99,7,7,76,Very Good
412,20,103,103,8,8,65,Good
239,11,59,59,4,4,93,Very Good
285,14,71,71,5,5,93,Very Good
273,13,68,68,5,5,45,Fine
437,21,109,109,8,8,70,Very Good
287,14,71,71,5,5,70,Very Good
447,22,111,111,8,8,55,Good
475,23,118,118,9,9,72,Very Good
446,22,111,111,8,8,50,Good
480,24,120,120,9,9,79,Very Good
145,7,36,36,2,2,47,Fine
224,11,56,56,4,4,44,Fine
340,17,85,85,6,6,99,Very Good
302,15,75,75,6,6,59,Good
232,11,58,58,4,4,48,Fine
415,20,103,103,8,8,49,Fine
281,14,70,70,5,5,58,Good
347,17,86,86,6,6,42,Fine
197,9,49,49,3,3,64,Good
170,8,42,42,3,3,89,Very Good
445,22,111,111,8,8,74,Very Good
247,12,61,61,4,4,84,Very Good
373,18,93,93,7,7,81,Very Good
197,9,49,49,3,3,57,Good
203,10,50,50,4,4,45,Fine
494,24,123,123,9,9,52,Good
418,20,104,104,8,8,53,Good
146,7,36,36,2,2,88,Very Good
113,5,28,28,2,2,47,Fine
338,16,84,84,6,6,68,Good
151,7,37,37,3,3,85,Very Good
315,15,78,78,6,6,96,Very Good
333,16,83,83,6,6,87,Very Good
329,16,82,82,6,6,78,Very Good
115,5,28,28,2,2,66,Good
310,15,77,77,6,6,64,Good
199,9,49,49,3,3,74,Very Good
321,16,80,80,6,6,61,Good
183,9,45,45,3,3,51,Good
119,5,29,29,2,2,45,Fine
386,19,96,96,7,7,75,Very Good
279,13,69,69,5,5,91,Very Good
304,15,76,76,6,6,83,Very Good
466,23,116,116,9,9,53,Good
380,19,95,95,7,7,87,Very Good
291,14,72,72,5,5,41,Fine
454,22,113,113,9,9,74,Very Good
343,17,85,85,6,6,50,Good
413,20,103,103,8,8,76,Very Good
450,22,112,112,9,9,96,Very Good
148,7,37,37,2,2,46,Fine
253,12,63,63,5,5,56,Good
108,5,27,27,2,2,87,Very Good
397,19,99,99,7,7,89,Very Good
322,16,80,80,6,6,59,Good
461,23,115,115,9,9,99,Very Good
299,14,74,74,5,5,40,Fine
407,20,101,101,8,8,95,Very Good
232,11,58,58,4,4,88,Very Good
222,11,55,55,4,4,56,Good
262,13,65,65,5,5,61,Good
375,18,93,93,7,7,67,Good
181,9,45,45,3,3,93,Very Good
120,6,30,30,2,2,95,Very Good
260,13,65,65,5,5,45,Fine
443,22,110,110,8,8,45,Fine
353,17,88,88,7,7,54,Good
432,21,108,108,8,8,50,Good
230,11,57,57,4,4,43,Fine
481,24,120,120,9,9,43,Fine
140,7,35,35,2,2,81,Very Good
445,22,111,111,8,8,51,Good
180,9,45,45,3,3,84,Very Good
314,15,78,78,6,6,61,Good
172,8,43,43,3,3,70,Very Good
160,8,40,40,3,3,57,Good
176,8,44,44,3,3,74,Very Good
457,22,114,114,9,9,78,Very Good
195,9,48,48,3,3,83,Very Good
454,22,113,113,9,9,55,Good
375,18,93,93,7,7,89,Very Good
473,23,118,118,9,9,53,Good
202,10,50,50,4,4,82,Very Good
481,24,120,120,9,9,76,Very Good
442,22,110,110,8,8,67,Good
328,16,82,82,6,6,43,Fine
196,9,49,49,3,3,83,Very Good
217,10,54,54,4,4,75,Very Good
336,16,84,84,6,6,53,Good
491,24,122,122,9,9,42,Fine
318,15,79,79,6,6,71,Very Good
119,5,29,29,2,2,62,Good
324,16,81,81,6,6,90,Very Good
162,8,40,40,3,3,61,Good
187,9,46,46,3,3,80,Very Good
438,21,109,109,8,8,53,Good
247,12,61,61,4,4,68,Good
347,17,86,86,6,6,87,Very Good
163,8,40,40,3,3,73,Very Good
126,6,31,31,2,2,43,Fine
233,11,58,58,4,4,69,Good
140,7,35,35,2,2,81,Very Good
279,13,69,69,5,5,60,Good
210,10,52,52,4,4,95,Very Good
333,16,83,83,6,6,49,Fine
447,22,111,111,8,8,92,Very Good
258,12,64,64,5,5,45,Fine
392,19,98,98,7,7,71,Very Good
132,6,33,33,2,2,76,Very Good
192,9,48,48,3,3,47,Fine
145,7,36,36,2,2,54,Good
389,19,97,97,7,7,75,Very Good
235,11,58,58,4,4,45,Fine
108,5,27,27,2,2,77,Very Good
478,23,119,119,9,9,86,Very Good
222,11,55,55,4,4,84,Very Good
152,7,38,38,3,3,82,Very Good
247,12,61,61,4,4,87,Very Good
405,20,101,101,8,8,88,Very Good
342,17,85,85,6,6,62,Good
144,7,36,36,2,2,95,Very Good
378,18,94,94,7,7,67,Good
159,7,39,39,3,3,74,Very Good
104,5,26,26,2,2,80,Very Good
416,20,104,104,8,8,96,Very Good
358,17,89,89,7,7,66,Good
425,21,106,106,8,8,80,Very Good
217,10,54,54,4,4,80,Very Good
136,6,34,34,2,2,92,Very Good
364,18,91,91,7,7,98,Very Good
151,7,37,37,3,3,72,Very Good
211,10,52,52,4,4,88,Very Good
129,6,32,32,2,2,72,Very Good
236,11,59,59,4,4,76,Very Good
450,22,112,112,9,9,100,Very Good
213,10,53,53,4,4,86,Very Good
255,12,63,63,5,5,85,Very Good
249,12,62,62,4,4,58,Good
497,24,124,124,9,9,93,Very Good
232,11,58,58,4,4,89,Very Good
401,20,100,100,8,8,48,Fine
125,6,31,31,2,2,92,Very Good
432,21,108,108,8,8,72,Very Good
334,16,83,83,6,6,51,Good
468,23,117,117,9,9,97,Very Good
155,7,38,38,3,3,46,Fine
270,13,67,67,5,5,82,Very Good
379,18,94,94,7,7,50,Good
368,18,92,92,7,7,67,Good
377,18,94,94,7,7,82,Very Good
260,13,65,65,5,5,47,Fine
268,13,67,67,5,5,50,Good
439,21,109,109,8,8,76,Very Good
250,12,62,62,5,5,94,Very Good
450,22,112,112,9,9,93,Very Good
225,11,56,56,4,4,66,Good
123,6,30,30,2,2,78,Very Good
324,16,81,81,6,6,50,Good
116,5,29,29,2,2,48,Fine
175,8,43,43,3,3,74,Very Good
342,17,85,85,6,6,74,Very Good
108,5,27,27,2,2,69,Good
472,23,118,118,9,9,68,Good
153,7,38,38,3,3,92,Very Good
356,17,89,89,7,7,64,Good
480,24,120,120,9,9,40,Fine
471,23,117,117,9,9,60,Good
235,11,58,58,4,4,55,Good
120,6,30,30,2,2,100,Very Good
256,12,64,64,5,5,52,Good
165,8,41,41,3,3,44,Fine
342,17,85,85,6,6,80,Very Good
462,23,115,115,9,9,93,Very Good
144,7,36,36,2,2,98,Very Good
184,9,46,46,3,3,55,Good
498,24,124,124,9,9,53,Good
195,9,48,48,3,3,51,Good
317,15,79,79,6,6,40,Fine
146,7,36,36,2,2,66,Good
397,19,99,99,7,7,62,Good
329,16,82,82,6,6,65,Good
214,10,53,53,4,4,92,Very Good
429,21,107,107,8,8,67,Good
335,16,83,83,6,6,41,Fine
254,12,63,63,5,5,89,Very Good
176,8,44,44,3,3,75,Very Good
471,23,117,117,9,9,61,Good
213,10,53,53,4,4,54,Good
162,8,40,40,3,3,91,Very Good
142,7,35,35,2,2,80,Very Good
442,22,110,110,8,8,82,Very Good
176,8,44,44,3,3,52,Good
147,7,36,36,2,2,96,Very Good
190,9,47,47,3,3,73,Very Good
274,13,68,68,5,5,100,Very Good
218,10,54,54,4,4,78,Very Good
249,12,62,62,4,4,90,Very Good
226,11,56,56,4,4,40,Fine
408,20,102,102,8,8,76,Very Good
104,5,26,26,2,2,100,Very Good
306,15,76,76,6,6,77,Very Good
288,14,72,72,5,5,58,Good
213,10,53,53,4,4,71,Very Good
178,8,44,44,3,3,86,Very Good
195,9,48,48,3,3,64,Good
242,12,60,60,4,4,54,Good
387,19,96,96,7,7,77,Very Good
328,16,82,82,6,6,77,Very Good
151,7,37,37,3,3,47,Fine
165,8,41,41,3,3,92,Very Good
229,11,57,57,4,4,40,Fine
454,22,113,113,9,9,97,Very Good
345,17,86,86,6,6,53,Good
449,22,112,112,8,8,41,Fine
169,8,42,42,3,3,49,Fine
129,6,32,32,2,2,78,Very Good
431,21,107,107,8,8,62,Good
448,22,112,112,8,8,75,Very Good
232,11,58,58,4,4,75,Very Good
430,21,107,107,8,8,89,Very Good
268,13,67,67,5,5,58,Good
216,10,54,54,4,4,52,Good
362,18,90,90,7,7,63,Good
240,12,60,60,4,4,51,Good
126,6,31,31,2,2,48,Fine
226,11,56,56,4,4,44,Fine
434,21,108,108,8,8,94,Very Good
365,18,91,91,7,7,51,Good
486,24,121,121,9,9,73,Very Good
265,13,66,66,5,5,65,Good
461,23,115,115,9,9,62,Good
408,20,102,102,8,8,84,Very Good
477,23,119,119,9,9,99,Very Good
435,21,108,108,8,8,92,Very Good
304,15,76,76,6,6,56,Good
323,16,80,80,6,6,66,Good
164,8,41,41,3,3,67,Good
324,16,81,81,6,6,48,Fine
255,12,63,63,5,5,44,Fine
377,18,94,94,7,7,80,Very Good
451,22,112,112,9,9,40,Fine
390,19,97,97,7,7,92,Very Good
288,14,72,72,5,5,75,Very Good
190,9,47,47,3,3,45,Fine
117,5,29,29,2,2,76,Very Good
471,23,117,117,9,9,65,Good
482,24,120,120,9,9,58,Good
407,20,101,101,8,8,91,Very Good
332,16,83,83,6,6,80,Very Good
373,18,93,93,7,7,66,Good
477,23,119,119,9,9,71,Very Good
424,21,106,106,8,8,84,Very Good
380,19,95,95,7,7,93,Very Good
219,10,54,54,4,4,90,Very Good
306,15,76,76,6,6,70,Very Good
187,9,46,46,3,3,57,Good
341,17,85,85,6,6,49,Fine
120,6,30,30,2,2,60,Good
104,5,26,26,2,2,99,Very Good
209,10,52,52,4,4,60,Good
334,16,83,83,6,6,89,Very Good
339,16,84,84,6,6,42,Fine
470,23,117,117,9,9,89,Very Good
482,24,120,120,9,9,100,Very Good
222,11,55,55,4,4,84,Very Good
208,10,52,52,4,4,85,Very Good
280,14,70,70,5,5,98,Very Good
112,5,28,28,2,2,82,Very Good
150,7,37,37,3,3,92,Very Good
477,23,119,119,9,9,51,Good
234,11,58,58,4,4,83,Very Good
125,6,31,31,2,2,84,Very Good
445,22,111,111,8,8,58,Good
276,13,69,69,5,5,40,Fine
314,15,78,78,6,6,80,Very Good
330,16,82,82,6,6,84,Very Good
195,9,48,48,3,3,72,Very Good
249,12,62,62,4,4,59,Good
265,13,66,66,5,5,95,Very Good
191,9,47,47,3,3,48,Fine
299,14,74,74,5,5,84,Very Good
449,22,112,112,8,8,75,Very Good
494,24,123,123,9,9,76,Very Good
192,9,48,48,3,3,74,Very Good
369,18,92,92,7,7,88,Very Good
466,23,116,116,9,9,69,Good
125,6,31,31,2,2,90,Very Good
356,17,89,89,7,7,43,Fine
263,13,65,65,5,5,82,Very Good
443,22,110,110,8,8,46,Fine
128,6,32,32,2,2,56,Good
490,24,122,122,9,9,62,Good
355,17,88,88,7,7,92,Very Good
232,11,58,58,4,4,45,Fine
461,23,115,115,9,9,74,Very Good
461,23,115,115,9,9,69,Good
483,24,120,120,9,9,43,Fine
225,11,56,56,4,4,53,Good
364,18,91,91,7,7,96,Very Good
335,16,83,83,6,6,66,Good
144,7,36,36,2,2,84,Very Good
500,25,125,125,10,10,96,Very Good
298,14,74,74,5,5,73,Very Good
235,11,58,58,4,4,99,Very Good
329,16,82,82,6,6,41,Fine
209,10,52,52,4,4,91,Very Good
261,13,65,65,5,5,54,Good
363,18,90,90,7,7,60,Good
331,16,82,82,6,6,57,Good
114,5,28,28,2,2,87,Very Good
433,21,108,108,8,8,65,Good
328,16,82,82,6,6,52,Good
223,11,55,55,4,4,77,Very Good
382,19,95,95,7,7,43,Fine
356,17,89,89,7,7,77,Very Good
145,7,36,36,2,2,61,Good
346,17,86,86,6,6,65,Good
213,10,53,53,4,4,78,Very Good
370,18,92,92,7,7,89,Very Good
119,5,29,29,2,2,52,Good
289,14,72,72,5,5,43,Fine
308,15,77,77,6,6,73,Very Good
216,10,54,54,4,4,65,Good
380,19,95,95,7,7,47,Fine
491,24,122,122,9,9,66,Good
311,15,77,77,6,6,41,Fine
243,12,60,60,4,4,97,Very Good
426,21,106,106,8,8,92,Very Good
363,18,90,90,7,7,57,Good
317,15,79,79,6,6,76,Very Good
312,15,78,78,6,6,92,Very Good
182,9,45,45,3,3,80,Very Good
456,22,114,114,9,9,79,Very Good
321,16,80,80,6,6,52,Good
163,8,40,40,3,3,72,Very Good
231,11,57,57,4,4,64,Good
344,17,86,86,6,6,69,Good
476,23,119,119,9,9,48,Fine
392,19,98,98,7,7,72,Very Good
178,8,44,44,3,3,43,Fine
323,16,80,80,6,6,93,Very Good
178,8,44,44,3,3,77,Very Good
496,24,124,124,9,9,62,Good
234,11,58,58,4,4,97,Very Good
264,13,66,66,5,5,42,Fine
345,17,86,86,6,6,82,Very Good
379,18,94,94,7,7,63,Good
187,9,46,46,3,3,71,Very Good
425,21,106,106,8,8,66,Good
149,7,37,37,2,2,80,Very Good
478,23,119,119,9,9,46,Fine
450,22,112,112,9,9,100,Very Good
191,9,47,47,3,3,59,Good
273,13,68,68,5,5,66,Good
379,18,94,94,7,7,63,Good
357,17,89,89,7,7,71,Very Good
396,19,99,99,7,7,99,Very Good
195,9,48,48,3,3,99,Very Good
472,23,118,118,9,9,65,Good
406,20,101,101,8,8,85,Very Good
292,14,73,73,5,5,75,Very Good
154,7,38,38,3,3,96,Very Good
403,20,100,100,8,8,57,Good
388,19,97,97,7,7,70,Very Good
299,14,74,74,5,5,49,Fine
362,18,90,90,7,7,90,Very Good
250,12,62,62,5,5,87,Very Good
464,23,116,116,9,9,45,Fine
276,13,69,69,5,5,94,Very Good
183,9,45,45,3,3,40,Fine
308,15,77,77,6,6,72,Very Good
248,12,62,62,4,4,96,Very Good
410,20,102,102,8,8,45,Fine
194,9,48,48,3,3,98,Very Good
190,9,47,47,3,3,51,Good
453,22,113,113,9,9,67,Good
432,21,108,108,8,8,89,Very Good
473,23,118,118,9,9,91,Very Good
365,18,91,91,7,7,44,Fine
146,7,36,36,2,2,95,Very Good
211,10,52,52,4,4,98,Very Good
251,12,62,62,5,5,42,Fine
109,5,27,27,2,2,85,Very Good
105,5,26,26,2,2,80,Very Good
108,5,27,27,2,2,73,Very Good
138,6,34,34,2,2,48,Fine
102,5,25,25,2,2,66,Good
397,19,99,99,7,7,50,Good
418,20,104,104,8,8,54,Good
451,22,112,112,9,9,65,Good
148,7,37,37,2,2,58,Good
207,10,51,51,4,4,84,Very Good
157,7,39,39,3,3,72,Very Good
125,6,31,31,2,2,76,Very Good
459,22,114,114,9,9,98,Very Good
216,10,54,54,4,4,84,Very Good
280,14,70,70,5,5,49,Fine
212,10,53,53,4,4,56,Good
175,8,43,43,3,3,72,Very Good
397,19,99,99,7,7,80,Very Good
328,16,82,82,6,6,93,Very Good
383,19,95,95,7,7,45,Fine
300,15,75,75,6,6,77,Very Good
335,16,83,83,6,6,85,Very Good
122,6,30,30,2,2,68,Good
179,8,44,44,3,3,43,Fine
230,11,57,57,4,4,60,Good
349,17,87,87,6,6,41,Fine
297,14,74,74,5,5,73,Very Good
386,19,96,96,7,7,59,Good
243,12,60,60,4,4,54,Good
198,9,49,49,3,3,80,Very Good
305,15,76,76,6,6,52,Good
148,7,37,37,2,2,45,Fine
367,18,91,91,7,7,91,Very Good
213,10,53,53,4,4,72,Very Good
373,18,93,93,7,7,65,Good
137,6,34,34,2,2,41,Fine
266,13,66,66,5,5,52,Good
171,8,42,42,3,3,41,Fine
168,8,42,42,3,3,64,Good
382,19,95,95,7,7,62,Good
183,9,45,45,3,3,87,Very Good
191,9,47,47,3,3,69,Good
333,16,83,83,6,6,81,Very Good
306,15,76,76,6,6,99,Very Good
270,13,67,67,5,5,65,Good
301,15,75,75,6,6,78,Very Good
249,12,62,62,4,4,65,Good
190,9,47,47,3,3,45,Fine
274,13,68,68,5,5,79,Very Good
178,8,44,44,3,3,79,Very Good
362,18,90,90,7,7,48,Fine
167,8,41,41,3,3,61,Good
488,24,122,122,9,9,98,Very Good
232,11,58,58,4,4,59,Good
424,21,106,106,8,8,57,Good
105,5,26,26,2,2,82,Very Good
361,18,90,90,7,7,85,Very Good
356,17,89,89,7,7,80,Very Good
450,22,112,112,9,9,86,Very Good
346,17,86,86,6,6,79,Very Good
393,19,98,98,7,7,87,Very Good
299,14,74,74,5,5,95,Very Good
260,13,65,65,5,5,50,Good
498,24,124,124,9,9,97,Very Good
359,17,89,89,7,7,58,Good
195,9,48,48,3,3,81,Very Good
245,12,61,61,4,4,92,Very Good
188,9,47,47,3,3,95,Very Good
130,6,32,32,2,2,78,Very Good
254,12,63,63,5,5,92,Very Good
466,23,116,116,9,9,98,Very Good
357,17,89,89,7,7,77,Very Good
217,10,54,54,4,4,66,Good
438,21,109,109,8,8,43,Fine
156,7,39,39,3,3,58,Good
323,16,80,80,6,6,77,Very Good
246,12,61,61,4,4,76,Very Good
368,18,92,92,7,7,100,Very Good
484,24,121,121,9,9,58,Good
480,24,120,120,9,9,99,Very Good
169,8,42,42,3,3,67,Good
224,11,56,56,4,4,78,Very Good
364,18,91,91,7,7,44,Fine
346,17,86,86,6,6,51,Good
482,24,120,120,9,9,73,Very Good
289,14,72,72,5,5,87,Very Good
484,24,121,121,9,9,47,Fine
308,15,77,77,6,6,88,Very Good
365,18,91,91,7,7,63,Good
458,22,114,114,9,9,56,Good
214,10,53,53,4,4,96,Very Good
195,9,48,48,3,3,100,Very Good
465,23,116,116,9,9,57,Good
385,19,96,96,7,7,98,Very Good
135,6,33,33,2,2,83,Very Good
139,6,34,34,2,2,68,Good
145,7,36,36,2,2,97,Very Good
445,22,111,111,8,8,55,Good
351,17,87,87,7,7,57,Good
448,22,112,112,8,8,65,Good
428,21,107,107,8,8,77,Very Good
158,7,39,39,3,3,71,Very Good
483,24,120,120,9,9,94,Very Good
219,10,54,54,4,4,80,Very Good
230,11,57,57,4,4,81,Very Good
353,17,88,88,7,7,86,Very Good
113,5,28,28,2,2,42,Fine
314,15,78,78,6,6,71,Very Good
435,21,108,108,8,8,98,Very Good
366,18,91,91,7,7,55,Good
105,5,26,26,2,2,87,Very Good
377,18,94,94,7,7,75,Very Good
446,22,111,111,8,8,68,Good
344,17,86,86,6,6,69,Good
107,5,26,26,2,2,45,Fine
274,13,68,68,5,5,50,Good
279,13,69,69,5,5,46,Fine
402,20,100,100,8,8,79,Very Good
399,19,99,99,7,7,88,Very Good
408,20,102,102,8,8,49,Fine
433,21,108,108,8,8,97,Very Good
454,22,113,113,9,9,43,Fine
258,12,64,64,5,5,97,Very Good
450,22,112,112,9,9,89,Very Good
164,8,41,41,3,3,45,Fine
432,21,108,108,8,8,47,Fine
441,22,110,110,8,8,98,Very Good
127,6,31,31,2,2,78,Very Good
349,17,87,87,6,6,81,Very Good
208,10,52,52,4,4,82,Very Good
424,21,106,106,8,8,65,Good
397,19,99,99,7,7,83,Very Good
141,7,35,35,2,2,83,Very Good
119,5,29,29,2,2,48,Fine
394,19,98,98,7,7,73,Very Good
128,6,32,32,2,2,76,Very Good
472,23,118,118,9,9,52,Good
270,13,67,67,5,5,72,Very Good
373,18,93,93,7,7,74,Very Good
457,22,114,114,9,9,77,Very Good
332,16,83,83,6,6,55,Good
399,19,99,99,7,7,44,Fine
383,19,95,95,7,7,89,Very Good
463,23,115,115,9,9,79,Very Good
366,18,91,91,7,7,82,Very Good
499,24,124,124,9,9,59,Good
161,8,40,40,3,3,54,Good
122,6,30,30,2,2,64,Good
176,8,44,44,3,3,83,Very Good
162,8,40,40,3,3,98,Very Good
110,5,27,27,2,2,41,Fine
402,20,100,100,8,8,57,Good
158,7,39,39,3,3,61,Good
273,13,68,68,5,5,67,Good
105,5,26,26,2,2,56,Good
